search_location,search_category,business_id,name,city,state,postal_code,address,latitude,longitude,rating,review_count,price,phone,display_phone,categories_alias,categories_title,hours,photos,biz_url,is_closed
"Austin, TX",restaurants,EoIJZMBqFwX-TNAj6rmctg,Ichi Umi Sushi,Austin,TX,78759,"9503 Research Blvd, Ste 500, Austin, TX 78759",30.386785,-97.741872,4.3,1317,$$,+15127958666,(512) 795-8666,"sushi, japanese, asianfusion","Sushi Bars, Japanese, Asian Fusion",0:1100-2130;1:1100-2130;2:1100-2130;3:1100-2200;4:1100-2200;5:1100-2200;6:1200-2130,,https://www.yelp.com/biz/ichi-umi-sushi-austin?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,pS_RoFsMCMFvoFMSSCJR9w,Salt Traders Zilker,Austin,TX,78746,"1101 S MoPac Expy, Austin, TX 78746",30.26297,-97.784594,4.3,539,$$,+17374840095,(737) 484-0095,"seafood, bars, salad","Seafood, Bars, Salad",0:1100-2100;1:1100-2100;2:1100-2100;3:1100-2100;4:1100-2200;5:1100-2200;6:1100-2100,,https://www.yelp.com/biz/salt-traders-zilker-austin?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,eJ7X_8KXVlyHZtGrrLz4yg,Lamberts Downtown Barbecue,Austin,TX,78701,"401 W 2nd St, Austin, TX 78701",30.265235082587218,-97.74790507437532,3.8,2088,$$,+15124941500,(512) 494-1500,"bbq, bars, musicvenues","Barbeque, Bars, Music Venues",0:1100-2200;1:1100-2200;2:1100-2200;3:1100-2200;4:1100-2230;5:1130-2230;6:1130-2200,,https://www.yelp.com/biz/lamberts-downtown-barbecue-austin?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,Unl62KlI0kwF8pToy7QjSA,Vic & Al's,Austin,TX,78722,"2406 Manor Rd, Ste D, Austin, TX 78722",30.2849835,-97.7168484,4.6,629,$$,+15123875875,(512) 387-5875,"cajun, bars, comfortfood","Cajun/Creole, Bars, Comfort Food",0:1100-2300;1:1100-2300;2:1100-2300;3:1100-2300;4:1100-2300;5:1100-2300;6:1100-2300,,https://www.yelp.com/biz/vic-and-als-austin?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,97bK6WFJdJzy0oNNb3X6Hg,Fixe Austin's Southern House,Austin,TX,78701,"500 W 5th St, Austin, TX 78701",30.26853,-97.74773,4.1,1040,$$$,+15128889133,(512) 888-9133,"southern, newamerican, wine_bars","Southern, New American, Wine Bars",0:1100-2100;1:1100-2100;2:1100-2100;3:1100-2100;4:1100-2200;5:1000-2200;6:1000-2100,,https://www.yelp.com/biz/fixe-austins-southern-house-austin?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,8sEbM_ACHUbBsZ-TRZFXWA,Home Slice Pizza,Austin,TX,78751,"501 E 53rd St, Austin, TX 78751",30.3163524006061,-97.7183958217672,4.5,968,$$,+15127077437,(512) 707-7437,"pizza, sandwiches","Pizza, Sandwiches",0:1100-2300;1:1100-2300;2:1100-2300;3:1100-2300;4:1100-0000;5:1100-0000;6:1100-2300,,https://www.yelp.com/biz/home-slice-pizza-austin-9?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,8RPIjybMh5Eg90eVsv3fRQ,Via 313 Pizza,Austin,TX,78705,"3016 Guadalupe St, Austin, TX 78705",30.29787158414248,-97.74147301566296,4.5,858,$$,+17373070313,(737) 307-0313,pizza,Pizza,0:1100-2200;1:1100-2200;2:1100-2200;3:1100-2200;4:1100-2300;5:1100-2300;6:1100-2200,,https://www.yelp.com/biz/via-313-pizza-austin-austin?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,gaDwde0ErnE4OJVLAuAUpw,Nido,Austin,TX,78704,"1211 W Riverside Dr, Austin, TX 78704",30.26410527121516,-97.7566834256152,4.2,381,,+15125801183,(512) 580-1183,"newamerican, lounges","New American, Lounges",0:0700-2200;1:0700-2200;2:0700-2200;3:0700-2200;4:0700-2300;5:0700-2300;6:0700-2200,,https://www.yelp.com/biz/nido-austin?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,ooRIabaNiaKtpEeEsIpTkw,Postino Bryker Woods,Austin,TX,78703,"1615 W 35th St, Austin, TX 78703",30.307205,-97.751627,4.7,78,$$,+15126124844,(512) 612-4844,"wine_bars, newamerican, cocktailbars","Wine Bars, New American, Cocktail Bars",0:1100-2300;1:1100-2300;2:1100-2300;3:1100-2300;4:1100-0000;5:1000-0000;6:1000-2200,,https://www.yelp.com/biz/postino-bryker-woods-austin?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,acMhW2yiFCNU6PoGiHxvPQ,El Alma,Austin,TX,78704,"1025 Barton Springs Rd, Austin, TX 78704",30.2601,-97.75562,4.1,1406,$$,+15126098923,(512) 609-8923,mexican,Mexican,0:1100-2200;1:1100-2200;2:1100-2200;3:1100-2200;4:1100-2200;5:1000-2200;6:1000-2200,,https://www.yelp.com/biz/el-alma-austin-2?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,4htpnlDZ6zAfpvEwPw1CDQ,Eddie V's Prime Seafood,Austin,TX,78701,"301 E 5th St, Austin, TX 78701",30.2662563,-97.7406372,4.4,1486,$$$$,+15124721860,(512) 472-1860,"seafood, steak, lounges","Seafood, Steakhouses, Lounges",0:1600-2200;1:1600-2200;2:1600-2200;3:1600-2200;4:1600-2200;5:1600-2200;6:1600-2100,,https://www.yelp.com/biz/eddie-vs-prime-seafood-austin-8?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,OD2IZRD5qopWWHHR-blN8Q,Ramen Tatsu-Ya,Austin,TX,78758,"8557 Research Blvd, Ste 126, Austin, TX 78758",30.36114124578393,-97.71522845863804,4.1,3029,$$,+17373145621,(737) 314-5621,ramen,Ramen,0:1100-2200;1:1100-2200;2:1100-2200;3:1100-2200;4:1100-2200;5:1100-2200;6:1100-2200,,https://www.yelp.com/biz/ramen-tatsu-ya-austin?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,J0oTYJx-dGn5yk926s6eGw,DeSano Pizzeria Napoletana,Austin,TX,78757,"8000 Burnet Rd, Austin, TX 78757",30.35851,-97.73065,4.5,1131,$$,+15123232426,(512) 323-2426,"pizza, italian","Pizza, Italian",0:1100-2200;1:1100-2200;2:1100-2200;3:1100-2200;4:1100-2300;5:1100-2300;6:1100-2200,,https://www.yelp.com/biz/desano-pizzeria-napoletana-austin-3?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,PrWSjn4a8o4dHoqKs53GBA,Bird Bird Biscuit,Austin,TX,78722,"2701 Manor Rd, Austin, TX 78722",30.284804,-97.713964,4.7,1802,$$,+15127614922,(512) 761-4922,"breakfast_brunch, sandwiches","Breakfast & Brunch, Sandwiches",0:0730-1400;1:0730-1400;2:0730-1400;3:0730-2100;4:0730-2100;5:0730-2100;6:0730-1500,,https://www.yelp.com/biz/bird-bird-biscuit-austin-2?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,GZfHsTQAabxdXB_z30h6kw,DeSano Pizzeria Napoletana,Austin,TX,78701,"301 Lavaca St, Ste 200, Austin, TX 78701",30.266290057218676,-97.7459750033982,4.7,445,$$,+15122562426,(512) 256-2426,"pizza, italian","Pizza, Italian",0:1130-2200;1:1130-2300;2:1100-2300;3:1130-2200;4:1130-2300;5:1130-2300;6:1130-2200,,https://www.yelp.com/biz/desano-pizzeria-napoletana-austin-4?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,pSOf1v4Wcnxe09ErQmOtJw,Ember Kitchen,Austin,TX,78701,"800 W Cesar Chavez St, Ste PP110, Austin, TX 78701",30.266578,-97.752637,4.6,336,,+15122916846,(512) 291-6846,"latin, seafood, cocktailbars","Latin American, Seafood, Cocktail Bars",0:1700-2200;1:1700-2200;2:1700-2200;3:1700-2200;4:1700-2300;5:1030-1400;5:1700-2300;6:1030-1400;6:1700-2200,,https://www.yelp.com/biz/ember-kitchen-austin?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,ZJFIDLUiZ2Vs0NTj0pGVfg,Perry's Steakhouse & Grille - Downtown Austin,Austin,TX,78701,"114 W 7th St, Austin, TX 78701",30.269628,-97.743311,4.1,1695,$$$,+15124746300,(512) 474-6300,"steak, seafood, newamerican","Steakhouses, Seafood, New American",0:1600-2200;1:1600-2200;2:1600-2200;3:1600-2200;4:1030-2200;5:1600-2200;6:1600-2100,,https://www.yelp.com/biz/perrys-steakhouse-and-grille-downtown-austin-austin-3?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,UacakYbLnef2TYU2YDrtuw,Perla's,Austin,TX,78704,"1400 S Congress Ave, Ste B100, Austin, TX 78704",30.24995731632653,-97.75009197444392,3.9,2041,$$$,+15122917300,(512) 291-7300,"seafood, bars","Seafood, Bars",0:1130-2200;1:1130-2200;2:1130-2200;3:1130-2200;4:1130-2300;5:1030-2300;6:1030-2200,,https://www.yelp.com/biz/perlas-austin?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,4h-O6wPWswMbVowT_lYn9g,Tiki Tatsu-Ya,Austin,TX,78704,"1300 S Lamar Blvd, Austin, TX 78704",30.25382,-97.76331,4.2,541,$$,+15127723700,(512) 772-3700,"polynesian, tikibars, ramen","Polynesian, Tiki Bars, Ramen",0:1600-0000;1:1600-0000;2:1600-0000;3:1600-0000;4:1600-0000;5:1300-0000;6:1600-2200,,https://www.yelp.com/biz/tiki-tatsu-ya-austin-2?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,z4fQL2IHUR4ENonH7A_9tQ,Fonda San Miguel,Austin,TX,78756,"2330 W North Loop Blvd, Austin, TX 78756",30.3255963,-97.7433855358878,4.1,1320,$$$,+15124594121,(512) 459-4121,mexican,Mexican,0:1630-2130;1:1630-2130;2:1630-2130;3:1630-2130;4:1630-2230;5:1630-2230,,https://www.yelp.com/biz/fonda-san-miguel-austin-7?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,EPkf96UcG2W3ttlQphWUGQ,la Barbecue,Austin,TX,78702,"2401 E Cesar Chavez, Austin, TX 78702",30.254551688240156,-97.7175824980666,4.3,3167,$$,+15126059696,(512) 605-9696,"bbq, sandwiches","Barbeque, Sandwiches",2:1100-1800;3:1100-1800;4:1100-1800;5:1100-1800;6:1100-1800,,https://www.yelp.com/biz/la-barbecue-austin-3?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,vwwG4ZL46BBXeZMdrhi8PQ,Eberly,Austin,TX,78704,"615 S Lamar Blvd, Austin, TX 78704",30.258668,-97.758881,4.0,834,$$$,+15129169000,(512) 916-9000,"bars, tradamerican","Bars, American",0:1700-2200;1:1700-2200;2:1700-2200;3:1700-2200;4:1700-2200;5:1700-2200;6:1600-2100,,https://www.yelp.com/biz/eberly-austin?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,GbsVsvABa4d3tDJRJdRs-Q,Jack Allen's Kitchen,Austin,TX,78746,"3600 North Capital Of Texas Hwy, Bldg D, Austin, TX 78746",30.3352434572574,-97.8075081023773,4.3,680,$$,+15123519399,(512) 351-9399,"southern, tradamerican","Southern, American",0:1100-2100;1:1100-2100;2:1100-2100;3:1100-2100;4:1100-2200;5:1100-2200;6:1000-2100,,https://www.yelp.com/biz/jack-allens-kitchen-austin-18?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,TSKMu1M0HAFoPvCZuJxx1w,Comedor,Austin,TX,78701,"501 Colorado St, Austin, TX 78701",30.267721,-97.744204,4.1,528,$$$$,+15124990977,(512) 499-0977,mexican,Mexican,0:1700-2200;1:1700-2200;2:1700-2200;3:1700-2200;4:1700-2300;5:1700-2300,,https://www.yelp.com/biz/comedor-austin?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,Bz-NZ-2Dx6pztO0nvfD3JA,Nori,Austin,TX,78705,"3208 Guadalupe St, Ste B, Austin, TX 78705",30.2999,-97.74031,4.6,285,$$$,+15125205775,(512) 520-5775,"vegan, japanese","Vegan, Japanese",0:1700-2200;1:1700-2200;2:1700-2200;3:1700-2200;4:1700-2200;5:1700-2200;6:1100-1430;6:1700-2200,,https://www.yelp.com/biz/nori-austin?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,9e5lIroM6Eyd4aS26pWWEQ,Cooper's Old Time Pit Bar-B-Que,Austin,TX,78701,"217 Congress Ave, Austin, TX 78701",30.2649407,-97.7437486714698,4.0,2193,$$,+15124744227,(512) 474-4227,"bbq, sportsbars, cocktailbars","Barbeque, Sports Bars, Cocktail Bars",0:1100-2200;1:1100-2200;2:1100-2200;3:1100-2200;4:1100-2200;5:1100-2200;6:1100-2200,,https://www.yelp.com/biz/coopers-old-time-pit-bar-b-que-austin?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,4T4iO_t5iz6SbHrphY2fGA,CARVE American Grille - Central Austin,Austin,TX,78731,"2613 Perseverance Dr, Austin, TX 78731",30.31812,-97.75281,4.1,224,,+15126374170,(512) 637-4170,"newamerican, breakfast_brunch, steak","New American, Breakfast & Brunch, Steakhouses",0:1100-2200;1:1100-2200;2:1100-2200;3:1100-2200;4:1100-2300;5:1100-2300;6:1100-2100,,https://www.yelp.com/biz/carve-american-grille-central-austin-austin-2?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,U72ZAUh47P1cX-91jqLpJw,Emmer & Rye,Austin,TX,78701,"51 Rainey St, Austin, TX 78701",30.256941357994524,-97.73933237013148,4.0,987,$$$,+15123665530,(512) 366-5530,"tapasmallplates, newamerican","Tapas/Small Plates, New American",1:1730-2200;2:1730-2200;3:1730-2200;4:1730-2300;5:1730-2300;6:1730-2200,,https://www.yelp.com/biz/emmer-and-rye-austin?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,iuy7Wk41ZlSzk2DhNv0ymQ,TenTen,Austin,TX,78701,"501 W 6th St, Austin, TX 78701",30.26916,-97.74771,4.3,538,$$$,+17372439147,(737) 243-9147,"japanese, sushi, cocktailbars","Japanese, Sushi Bars, Cocktail Bars",0:1630-2100;1:1630-2100;2:1630-2100;3:1630-2130;4:1630-2300;5:1630-2300;6:1630-2100,,https://www.yelp.com/biz/tenten-austin-2?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,27FZ6pNit3mbKA0MysZgaQ,Tatsumi Sushi,Austin,TX,78757,"2700 W Anderson Ln, Ste 212, Austin, TX 78757",30.359108,-97.734542,4.7,638,$$$,+15129060229,(512) 906-0229,"sushi, japanese","Sushi Bars, Japanese",1:1130-1430;1:1700-2130;2:1130-1430;2:1700-2130;3:1130-1430;3:1700-2200;4:1130-1430;4:1700-2200;5:1600-2200;6:1600-2200,,https://www.yelp.com/biz/tatsumi-sushi-austin?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,KYr5xhJZ4_7Dzm1wIrW__w,The Peached Tortilla,Austin,TX,78756,"5520 Burnet Rd, Ste 100, Austin, TX 78756",30.33089,-97.74026,4.2,1119,$$,+15123304439,(512) 330-4439,"asianfusion, southern","Asian Fusion, Southern",1:1100-1400;1:1700-2100;2:1100-1400;2:1700-2100;3:1100-1400;3:1700-2200;4:1100-1400;4:1700-2200;5:1030-1430;5:1700-2200;6:1030-1430;6:1700-2100,,https://www.yelp.com/biz/the-peached-tortilla-austin-3?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,43N-TKU1m-y4FljMA0VXCg,Culinary Dropout,Austin,TX,78758,"11721 Rock Rose, Ste 100, Austin, TX 78758",30.40344237657433,-97.7216,4.1,2119,$$,+15127773394,(512) 777-3394,newamerican,New American,0:1100-2300;1:1100-2300;2:1100-2300;3:1100-2300;4:1100-0000;5:0900-0000;6:0900-2200,,https://www.yelp.com/biz/culinary-dropout-austin?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,2YSJoXu7pUe_BT5XqbPz4Q,Nomade,Austin,TX,78704,"1506 S 1st St, Austin, TX 78704",30.249712,-97.755304,4.4,309,,+15125205440,(512) 520-5440,"mexican, seafood, breakfast_brunch","Mexican, Seafood, Breakfast & Brunch",0:1630-2100;1:1630-2100;2:1630-2100;3:1630-2100;4:1100-1430;4:1630-2130;5:1030-1430;5:1630-2130;6:1030-1430;6:1630-2100,,https://www.yelp.com/biz/nomade-austin?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,67bZm-KQQCwSat7_jmiVbA,Hopdoddy Burger Bar,Austin,TX,78757,"2438 W Anderson Ln, Ste100, Austin, TX 78757",30.357638653378594,-97.7331304745033,4.0,2039,$$,+15124672337,(512) 467-2337,"burgers, juicebars, cocktailbars","Burgers, Juice Bars & Smoothies, Cocktail Bars",0:1100-2200;1:1100-2200;2:1100-2200;3:1100-2200;4:1100-2300;5:1100-2300;6:1100-2200,,https://www.yelp.com/biz/hopdoddy-burger-bar-austin-2?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,r0LLzy0DYJz02Nc4XCg7rw,Clark's Oyster Bar - Austin,Austin,TX,78703,"1200 W 6th St, Austin, TX 78703",30.27296758753496,-97.75719738970636,4.1,879,$$$,+15122972525,(512) 297-2525,"seafood, desserts, breakfast_brunch","Seafood, Desserts, Breakfast & Brunch",0:1100-2200;1:1100-2200;2:1100-2200;3:1100-2200;4:1100-2300;5:1100-2300;6:1100-2200,,https://www.yelp.com/biz/clarks-oyster-bar-austin-austin?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,wQ8XK2NJAL2csx_LmZfz4g,Eldorado Cafe,Austin,TX,78757,"3300 W Anderson Ln, Austin, TX 78757",30.362224,-97.7423571527181,4.5,1040,$$,+15124202222,(512) 420-2222,"mexican, breakfast_brunch, cocktailbars","Mexican, Breakfast & Brunch, Cocktail Bars",1:0900-2200;2:0900-2200;3:0900-2200;4:0900-2200;5:0900-2200,,https://www.yelp.com/biz/eldorado-cafe-austin-2?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,CqOkl94q9ttvYNWIITA8ow,Swift's Attic,Austin,TX,78701,"315 Congress Ave, Austin, TX 78701",30.26566,-97.743238,4.0,1232,$$$,+15124828842,(512) 482-8842,"newamerican, gastropubs, cocktailbars","New American, Gastropubs, Cocktail Bars",0:1700-2200;1:1700-2200;2:1700-2200;3:1700-2200;4:1700-2200;5:1700-2200,,https://www.yelp.com/biz/swifts-attic-austin?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,I6OrRuUmbIYoVRevwlUTrg,J Prime Steakhouse - Austin,Austin,TX,78701,"301 Brazos St, Ste 150, Austin, TX 78701",30.264809599995186,-97.74160646441464,4.5,240,$$$$,+17373093301,(737) 309-3301,"steak, wine_bars, cocktailbars","Steakhouses, Wine Bars, Cocktail Bars",0:1600-2200;1:1600-2200;2:1600-2200;3:1600-2200;4:1600-2230;5:1600-2230;6:1600-2100,,https://www.yelp.com/biz/j-prime-steakhouse-austin-austin?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,nyDs0CD-lFysI3oIG9T5bw,Wu Chow,Austin,TX,78701,"500 W 5th St, Austin, TX 78701",30.268829,-97.748147,3.9,1173,$$,+15124762469,(512) 476-2469,"dimsum, noodles, cocktailbars","Dim Sum, Noodles, Cocktail Bars",0:1100-1400;0:1600-2200;1:1100-1400;1:1600-2200;2:1100-1400;2:1600-2200;3:1100-1400;3:1600-2200;4:1100-1400;4:1600-2300;5:1700-2300;6:1100-1500,,https://www.yelp.com/biz/wu-chow-austin-3?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,X7fLdR3A_0hJCBqv3-7O-A,Eddie V's Prime Seafood,Austin,TX,78759,"9400 B Arboretum Blvd, Ste B, Austin, TX 78759",30.38960524,-97.75295257,4.4,663,$$$,+15123422642,(512) 342-2642,"seafood, steak, lounges","Seafood, Steakhouses, Lounges",0:1600-2100;1:1600-2100;2:1600-2100;3:1600-2100;4:1600-2200;5:1600-2200;6:1600-2100,,https://www.yelp.com/biz/eddie-vs-prime-seafood-austin-7?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,yqL1P6wcSZYQAgpO3TfhBQ,Kemuri Tatsu-ya,Austin,TX,78702,"2713 E 2nd St, Austin, TX 78702",30.25386,-97.7129,4.0,1049,$$$,+15128032224,(512) 803-2224,"izakaya, smokehouse","Izakaya, Smokehouse",0:1700-2200;1:1700-2200;2:1700-2200;3:1700-2200;4:1600-2300;5:1600-2300;6:1600-2200,,https://www.yelp.com/biz/kemuri-tatsu-ya-austin-2?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,hpttZ0nryCCmV1hxwN3ZGg,ATX Cocina,Austin,TX,78701,"110 San Antonio St, Ste 170, Austin, TX 78701",30.264930789250577,-97.74928647433494,4.2,782,$$$,+15122632322,(512) 263-2322,mexican,Mexican,0:1700-2200;1:1700-2200;2:1700-2200;3:1700-2200;4:1600-2200;5:1600-2200;6:1100-2100,,https://www.yelp.com/biz/atx-cocina-austin?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,SRwJ6tNJ6r7hQ3uQ7hIBpQ,Bartlett's,Austin,TX,78757,"2408 W Anderson Ln, Austin, TX 78757",30.356725,-97.73124,4.1,1118,$$$,+15124517333,(512) 451-7333,"steak, newamerican, seafood","Steakhouses, New American, Seafood",0:1100-2100;1:1100-2100;2:1100-2100;3:1100-2100;4:1100-2200;5:1100-2200;6:1100-2100,,https://www.yelp.com/biz/bartletts-austin?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
